"","PeriodYear","BirdID","D_dam","D_sire","GenCont_Focal","GenContDam","helpers","GenContSire","FSL","FDL","FFL","RainWindow","RainVar","DamRainVar","Sex","LayYear","survival","PeriodStart","PeriodEnd","age","dam","sire","dam_age","sire_age","Dam_RainWindow","yearlytq_corr","yearlytq","helpers_cat","offspring","MeanAgeParent","DeltaAgeParent","lifespan","GroupSize","HelpersF","GenContF2","GenContD2","GenContS2","Focal_RainVarBlood","lGCF","lGCD","lGCS","logratD","logratS","Sire_RainVar","Dam_RainVar"
"11",1998,"938",0.0255971994713971,0.0246789098913209,0.0763970455133171,0.05079984604192,0,0.0517181356219961,-0.395144327319838,0.39510369526599,0.018933853175231,147.077777777778,4024.47243589744,10218.1173719975,"0",1994,0,1998.1,1998.9,-0.840592271665572,"163","510",0.819365462722974,0.931506849315156,121.988888888889,100238.069095,100238.069095,"0",0,4.5,-0.5,-0.834183954980409,0.317984703699325,-0.52640987083009,0.0763970455133171,0.05079984604192,0.0517181356219961,-1.1349243953178,0.86931938415692,-2.97986195507316,-2.96194677325342,0.848528078508346,0.787236280979401,-1.14729722844673,-1.089336689957
"12",1998,"1186",0.00410773806143091,-0.0203194637032692,0.0531998862978691,0.0490921482364382,0,0.0735193500011383,0.72666405036618,-0.126181294093236,-0.151019458403716,115.133333333333,24429.6402062589,7334.63992753623,"0",1996,0,1998.1,1998.9,-1.44391591730546,"604","603",-0.301052119994487,3.01770342091481,81.3,67266.84965,67266.84965,"0",0,4,-2,-1.02752644101287,-0.906845266105482,-0.52640987083009,0.0531998862978691,0.0490921482364382,0.0735193500011383,0.802624950303575,-0.24558532958574,-3.01405617068739,-2.61020664208997,0.200218649508528,-0.719363527675328,-1.39157033420147,-1.38101525639234
"13",1999,"912",-0.000817512242067657,-0.0305564678541943,0.0412596809841281,0.0420771932261958,0,0.0718161488383224,-0.555332295131114,0.806786427266539,-0.70431516659154,174.444444444444,20001.5181268785,14812.2455905512,"0",1994,0,1999.1,1999.9,-0.538930448845629,"64","178",1.00655978695122,5.68684781795059,143.744444444444,20609.294765,20609.294765,"0",2,8,-3,0.71314539207819,-0.906845266105482,-0.52640987083009,0.0412596809841281,0.0420771932261958,0.0718161488383224,0.382157687608628,-1.02863437770506,-3.16824941367568,-2.6336459140346,0.00242352139759979,-1.2064795733791,-0.982028531759832,-1.05873776811569
"14",1999,"912",-0.000817512242067657,-0.0305564678541943,0.0412596809841281,0.0420771932261958,0,0.0718161488383224,-0.555332295131114,0.806786427266539,-0.70431516659154,174.444444444444,20001.5181268785,14812.2455905512,"0",1994,0,1999.1,1999.9,-0.538930448845629,"64","178",1.00655978695122,5.68684781795059,143.744444444444,20609.294765,20609.294765,"0",2,8,-3,0.71314539207819,0.317984703699325,-0.52640987083009,0.0412596809841281,0.0420771932261958,0.0718161488383224,0.382157687608628,-1.02863437770506,-3.16824941367568,-2.6336459140346,0.00242352139759979,-1.2064795733791,-0.982028531759832,-1.05873776811569
"15",1999,"912",-0.000817512242067657,-0.0305564678541943,0.0412596809841281,0.0420771932261958,0,0.0718161488383224,-0.555332295131114,0.806786427266539,-0.70431516659154,174.444444444444,20001.5181268785,14812.2455905512,"0",1994,0,1999.1,1999.9,-0.538930448845629,"64","178",1.00655978695122,5.68684781795059,143.744444444444,20609.294765,20609.294765,"0",2,8,-3,0.71314539207819,0.317984703699325,-0.52640987083009,0.0412596809841281,0.0420771932261958,0.0718161488383224,0.382157687608628,-1.02863437770506,-3.16824941367568,-2.6336459140346,0.00242352139759979,-1.2064795733791,-0.982028531759832,-1.05873776811569
"16",1999,"938",0.0255971994713971,0.0246789098913209,0.0763970455133171,0.05079984604192,0,0.0517181356219961,-0.395144327319838,0.39510369526599,0.018933853175231,147.077777777778,4024.47243589744,10218.1173719975,"0",1994,0,1999.1,1999.9,-0.538930448845629,"163","510",0.819365462722974,0.931506849315156,121.988888888889,217144.215635,217144.215635,"0",2,4.5,0.5,-0.834183954980409,0.317984703699325,-0.52640987083009,0.0763970455133171,0.05079984604192,0.0517181356219961,-1.1349243953178,0.86931938415692,-2.97986195507316,-2.96194677325342,0.848528078508346,0.787236280979401,-1.14729722844673,-1.089336689957
"17",1999,"938",0.0255971994713971,0.0246789098913209,0.0763970455133171,0.05079984604192,0,0.0517181356219961,-0.395144327319838,0.39510369526599,0.018933853175231,147.077777777778,4024.47243589744,10218.1173719975,"0",1994,0,1999.1,1999.9,-0.538930448845629,"163","510",0.819365462722974,0.931506849315156,121.988888888889,217144.215635,217144.215635,"0",2,4.5,0.5,-0.834183954980409,0.317984703699325,1.89600723387475,0.0763970455133171,0.05079984604192,0.0517181356219961,-1.1349243953178,0.86931938415692,-2.97986195507316,-2.96194677325342,0.848528078508346,0.787236280979401,-1.14729722844673,-1.089336689957
"18",1999,"1042",0.0369417768094009,0.0361918302891299,0.0828562802514824,0.0459145034420814,0,0.0466644499623525,-0.889299915360808,-1.44101056432007,-0.132341679334889,115.133333333333,17982.5829722443,24266.2541121751,"0",1996,0,1999.1,1999.9,-1.14225409448552,"1043","559",-1.01624296229586,2.94656037128516,125.733333333333,62016.137075,62016.137075,"0",2,10.5,-7.5,2.20211831804772,0.317984703699325,1.89600723387475,0.0828562802514824,0.0459145034420814,0.0466644499623525,0.190452011294839,1.11936815413273,-3.08097423269622,-3.06477264697587,1.20914279974466,1.17567174735628,-1.39157033420147,-0.686134291950348
"19",1999,"1042",0.0369417768094009,0.0361918302891299,0.0828562802514824,0.0459145034420814,0,0.0466644499623525,-0.889299915360808,-1.44101056432007,-0.132341679334889,115.133333333333,17982.5829722443,24266.2541121751,"0",1996,0,1999.1,1999.9,-1.14225409448552,"1043","559",-1.01624296229586,2.94656037128516,125.733333333333,62016.137075,62016.137075,"0",2,10.5,-7.5,2.20211831804772,0.317984703699325,1.89600723387475,0.0828562802514824,0.0459145034420814,0.0466644499623525,0.190452011294839,1.11936815413273,-3.08097423269622,-3.06477264697587,1.20914279974466,1.17567174735628,-1.39157033420147,-0.686134291950348
"20",1999,"1186",0.00410773806143091,-0.0203194637032692,0.0531998862978691,0.0490921482364382,0,0.0735193500011383,0.72666405036618,-0.126181294093236,-0.151019458403716,115.133333333333,24429.6402062589,7334.63992753623,"0",1996,0,1999.1,1999.9,-1.14225409448552,"604","603",-0.301052119994487,3.01770342091481,81.3,20151.695145,20151.695145,"0",1,4,-1,-1.02752644101287,-0.906845266105482,-0.52640987083009,0.0531998862978691,0.0490921482364382,0.0735193500011383,0.802624950303575,-0.24558532958574,-3.01405617068739,-2.61020664208997,0.200218649508528,-0.719363527675328,-1.39157033420147,-1.38101525639234
