"","PeriodYear","BirdID","D_dam","D_sire","GenCont_Focal","GenContDam","helpers","GenContSire","FSL","FDL","FFL","RainWindow","RainVar","DamRainVar","Sex","LayYear","survival","PeriodStart","PeriodEnd","age","dam","sire","dam_age","sire_age","Dam_RainWindow","yearlytq_corr","yearlytq","helpers_cat","offspring","MeanAgeParent","DeltaAgeParent","lifespan","GroupSize","HelpersF","GenContF2","GenContD2","GenContS2","Focal_RainVarBlood","lGCF","lGCD","lGCS","logratD","logratS","Sire_RainVar","Dam_RainVar","Range_FD","group"
"127",2006,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2006.1,2006.9,0.177615105688281,"677","1028",0.404772007452865,4.16712328767107,81.3,12401.39415,12401.39415,"1",1,8,-1,1.45142541160858,-0.814865593605218,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
"128",2006,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2006.1,2006.9,0.177615105688281,"677","1028",0.404772007452865,4.16712328767107,81.3,12401.39415,12401.39415,"1",1,8,-1,1.45142541160858,0.59793891680929,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
"129",2006,"1542",-0.0008916885173487,-0.0112876300468504,0.0388974436853738,0.0397891322027225,0,0.0501850737322242,-0.2081793416659,-0.17162270132595,0.320943496439679,110.455555555556,17118.8133333333,21884.2153401361,"1",1999,0,2006.1,2006.9,0.177615105688281,"1022","1199",-0.427680073188086,3.19050827157707,198.633333333333,11098.1118,11098.1118,"0",2,7,0,0.801305449524791,-0.814865593605218,-0.482235448934286,0.0388974436853738,0.0397891322027225,0.0501850737322242,0.0867894539203277,-1.04923007234201,-3.22416146421258,-2.99203763250904,0.218116348606148,-0.454712816891698,0.613319790295967,0.270794420307759,"Medium","Medium"
"130",2006,"1542",-0.0008916885173487,-0.0112876300468504,0.0388974436853738,0.0397891322027225,0,0.0501850737322242,-0.2081793416659,-0.17162270132595,0.320943496439679,110.455555555556,17118.8133333333,21884.2153401361,"1",1999,0,2006.1,2006.9,0.177615105688281,"1022","1199",-0.427680073188086,3.19050827157707,198.633333333333,11098.1118,11098.1118,"0",2,7,0,0.801305449524791,-0.814865593605218,-0.482235448934286,0.0388974436853738,0.0397891322027225,0.0501850737322242,0.0867894539203277,-1.04923007234201,-3.22416146421258,-2.99203763250904,0.218116348606148,-0.454712816891698,0.613319790295967,0.270794420307759,"Medium","Medium"
"131",2006,"1543",0.0149131245658531,0.000452688503166862,0.0491179764387074,0.0342048518728543,1,0.0486652879355406,-0.667902571199061,-0.158979911197254,0.883352744275582,134.066666666667,22159.9004,10644.0812583286,"1",1999,0,2006.1,2006.9,0.177615105688281,"199","609",2.74777990315061,5.73698630137005,126.388888888889,20699.5902,20699.5902,"1",3,5.5,1.5,0.0698364539227575,2.0107434272238,-0.482235448934286,0.0491179764387074,0.0342048518728543,0.0486652879355406,0.614997695501433,-0.151409556217013,-3.37538777734852,-3.02278927643485,1.20109683855618,0.193847875175766,-0.613549597803251,-1.0981325153817,"Medium","Medium"
"132",2006,"1543",0.0149131245658531,0.000452688503166862,0.0491179764387074,0.0342048518728543,1,0.0486652879355406,-0.667902571199061,-0.158979911197254,0.883352744275582,134.066666666667,22159.9004,10644.0812583286,"1",1999,0,2006.1,2006.9,0.177615105688281,"199","609",2.74777990315061,5.73698630137005,126.388888888889,20699.5902,20699.5902,"1",3,5.5,1.5,0.0698364539227575,2.0107434272238,-0.482235448934286,0.0491179764387074,0.0342048518728543,0.0486652879355406,0.614997695501433,-0.151409556217013,-3.37538777734852,-3.02278927643485,1.20109683855618,0.193847875175766,-0.613549597803251,-1.0981325153817,"Medium","Medium"
"133",2006,"1543",0.0149131245658531,0.000452688503166862,0.0491179764387074,0.0342048518728543,1,0.0486652879355406,-0.667902571199061,-0.158979911197254,0.883352744275582,134.066666666667,22159.9004,10644.0812583286,"1",1999,0,2006.1,2006.9,0.177615105688281,"199","609",2.74777990315061,5.73698630137005,126.388888888889,20699.5902,20699.5902,"1",3,5.5,1.5,0.0698364539227575,-0.814865593605218,-0.482235448934286,0.0491179764387074,0.0342048518728543,0.0486652879355406,0.614997695501433,-0.151409556217013,-3.37538777734852,-3.02278927643485,1.20109683855618,0.193847875175766,-0.613549597803251,-1.0981325153817,"Medium","Medium"
"134",2006,"1566",-0.0319242170303055,-0.047435395070725,0.0422000444364216,0.0741242614667271,0,0.0896354395071466,-0.243955679271323,1.98828965290553,1.57223967468802,137.533333333333,18677.6133333333,6837.80397435898,"1",1999,0,2006.1,2006.9,0.177615105688281,"1160","1179",-0.673068640678355,2.43013698630148,115.133333333333,5176.499128,5176.499128,"0",0,5,2,-0.305310328748139,0.59793891680929,-0.482235448934286,0.0422000444364216,0.0741242614667271,0.0896354395071466,0.250121488477124,-0.735612689658176,-2.60201238506326,-2.41200450698902,-1.16399816001313,-1.6792381137723,1.51135222808075,0.607107587824792,"High","High"
"135",2006,"1566",-0.0319242170303055,-0.047435395070725,0.0422000444364216,0.0741242614667271,0,0.0896354395071466,-0.243955679271323,1.98828965290553,1.57223967468802,137.533333333333,18677.6133333333,6837.80397435898,"1",1999,0,2006.1,2006.9,0.177615105688281,"1160","1179",-0.673068640678355,2.43013698630148,115.133333333333,5176.499128,5176.499128,"0",0,5,2,-0.305310328748139,0.59793891680929,-0.482235448934286,0.0422000444364216,0.0741242614667271,0.0896354395071466,0.250121488477124,-0.735612689658176,-2.60201238506326,-2.41200450698902,-1.16399816001313,-1.6792381137723,1.51135222808075,0.607107587824792,"High","High"
"136",2006,"1566",-0.0319242170303055,-0.047435395070725,0.0422000444364216,0.0741242614667271,0,0.0896354395071466,-0.243955679271323,1.98828965290553,1.57223967468802,137.533333333333,18677.6133333333,6837.80397435898,"1",1999,0,2006.1,2006.9,0.177615105688281,"1160","1179",-0.673068640678355,2.43013698630148,115.133333333333,5176.499128,5176.499128,"0",0,5,2,-0.305310328748139,0.59793891680929,-0.482235448934286,0.0422000444364216,0.0741242614667271,0.0896354395071466,0.250121488477124,-0.735612689658176,-2.60201238506326,-2.41200450698902,-1.16399816001313,-1.6792381137723,1.51135222808075,0.607107587824792,"High","High"
"137",2006,"1604",-0.0146097417059873,0.000297517673779828,0.0498248993752103,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.642878651101877,190.833333333333,16534.7523707279,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.458389490051673,10.3456321580957,141.377777777778,19045.62124,19045.62124,"0",2,7.5,-1.5,0.775085513101557,-0.814865593605218,-0.482235448934286,0.0498248993752103,0.0644346410811976,0.0495273817014305,0.025591182604225,-0.0964167183065069,-2.74210388550332,-3.00522959666177,-0.381277600844238,0.185816229557452,-0.708913703462864,0.513213277166362,"Medium","Medium"
"138",2006,"1604",-0.0146097417059873,0.000297517673779828,0.0498248993752103,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.642878651101877,190.833333333333,16534.7523707279,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.458389490051673,10.3456321580957,141.377777777778,19045.62124,19045.62124,"0",2,7.5,-1.5,0.775085513101557,-0.814865593605218,-0.482235448934286,0.0498248993752103,0.0644346410811976,0.0495273817014305,0.025591182604225,-0.0964167183065069,-2.74210388550332,-3.00522959666177,-0.381277600844238,0.185816229557452,-0.708913703462864,0.513213277166362,"Medium","Medium"
"139",2006,"1604",-0.0146097417059873,0.000297517673779828,0.0498248993752103,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.642878651101877,190.833333333333,16534.7523707279,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.458389490051673,10.3456321580957,141.377777777778,19045.62124,19045.62124,"0",2,7.5,-1.5,0.775085513101557,0.59793891680929,-0.482235448934286,0.0498248993752103,0.0644346410811976,0.0495273817014305,0.025591182604225,-0.0964167183065069,-2.74210388550332,-3.00522959666177,-0.381277600844238,0.185816229557452,-0.708913703462864,0.513213277166362,"Medium","Medium"
"140",2006,"1604",-0.0146097417059873,0.000297517673779828,0.0498248993752103,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.642878651101877,190.833333333333,16534.7523707279,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.458389490051673,10.3456321580957,141.377777777778,19045.62124,19045.62124,"0",2,7.5,-1.5,0.775085513101557,2.0107434272238,2.06959380167631,0.0498248993752103,0.0644346410811976,0.0495273817014305,0.025591182604225,-0.0964167183065069,-2.74210388550332,-3.00522959666177,-0.381277600844238,0.185816229557452,-0.708913703462864,0.513213277166362,"Medium","Medium"
"141",2006,"1604",-0.0146097417059873,0.000297517673779828,0.0498248993752103,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.642878651101877,190.833333333333,16534.7523707279,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.458389490051673,10.3456321580957,141.377777777778,19045.62124,19045.62124,"0",2,7.5,-1.5,0.775085513101557,-0.814865593605218,-0.482235448934286,0.0498248993752103,0.0644346410811976,0.0495273817014305,0.025591182604225,-0.0964167183065069,-2.74210388550332,-3.00522959666177,-0.381277600844238,0.185816229557452,-0.708913703462864,0.513213277166362,"Medium","Medium"
"142",2006,"1608",-0.0221183559880346,-0.00721109660826751,0.0423162850931629,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.728336545251654,190.833333333333,31870.0836111111,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.455310957463065,10.353828879407,141.377777777778,15598.95477,15598.95477,"0",1,4.5,1.5,-0.968876412074616,-0.814865593605218,-0.482235448934286,0.0423162850931629,0.0644346410811976,0.0495273817014305,1.63243673822021,-0.725026762545303,-2.74210388550332,-3.00522959666177,-0.798841400128578,-0.215389872943439,-0.708913703462864,0.513213277166362,"Medium","Medium"
"143",2006,"1608",-0.0221183559880346,-0.00721109660826751,0.0423162850931629,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.728336545251654,190.833333333333,31870.0836111111,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.455310957463065,10.353828879407,141.377777777778,15598.95477,15598.95477,"0",1,4.5,1.5,-0.968876412074616,-0.814865593605218,-0.482235448934286,0.0423162850931629,0.0644346410811976,0.0495273817014305,1.63243673822021,-0.725026762545303,-2.74210388550332,-3.00522959666177,-0.798841400128578,-0.215389872943439,-0.708913703462864,0.513213277166362,"Medium","Medium"
"144",2006,"1608",-0.0221183559880346,-0.00721109660826751,0.0423162850931629,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.728336545251654,190.833333333333,31870.0836111111,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.455310957463065,10.353828879407,141.377777777778,15598.95477,15598.95477,"0",1,4.5,1.5,-0.968876412074616,-0.814865593605218,-0.482235448934286,0.0423162850931629,0.0644346410811976,0.0495273817014305,1.63243673822021,-0.725026762545303,-2.74210388550332,-3.00522959666177,-0.798841400128578,-0.215389872943439,-0.708913703462864,0.513213277166362,"Medium","Medium"
"145",2006,"1608",-0.0221183559880346,-0.00721109660826751,0.0423162850931629,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.728336545251654,190.833333333333,31870.0836111111,34968.4026923077,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1247","494",-0.455310957463065,10.353828879407,141.377777777778,15598.95477,15598.95477,"0",1,4.5,1.5,-0.968876412074616,0.59793891680929,-0.482235448934286,0.0423162850931629,0.0644346410811976,0.0495273817014305,1.63243673822021,-0.725026762545303,-2.74210388550332,-3.00522959666177,-0.798841400128578,-0.215389872943439,-0.708913703462864,0.513213277166362,"Medium","Medium"
"146",2006,"1610",-0.0348039836863209,-0.0310895338450143,0.0463910437019979,0.0811950273883189,0,0.0774805775470122,0.120743058425501,-1.13177296782473,0.413904128890349,190.833333333333,31870.0836111111,35134.884,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1170","917",-0.562331433736377,6.45792349726776,223.033333333333,7682.437757,7682.437757,"0",2,4.5,1.5,-0.970221024198885,-0.814865593605218,-0.482235448934286,0.0463910437019979,0.0811950273883189,0.0774805775470122,1.63243673822021,-0.371225549451123,-2.5109012727498,-2.55772798632796,-1.15486163617104,-1.08874143902986,-0.576670290839178,0.825459877169501,"Medium","Medium"
"147",2006,"1610",-0.0348039836863209,-0.0310895338450143,0.0463910437019979,0.0811950273883189,0,0.0774805775470122,0.120743058425501,-1.13177296782473,0.413904128890349,190.833333333333,31870.0836111111,35134.884,"1",2000,0,2006.1,2006.9,-0.166768381676783,"1170","917",-0.562331433736377,6.45792349726776,223.033333333333,7682.437757,7682.437757,"0",2,4.5,1.5,-0.970221024198885,-0.814865593605218,-0.482235448934286,0.0463910437019979,0.0811950273883189,0.0774805775470122,1.63243673822021,-0.371225549451123,-2.5109012727498,-2.55772798632796,-1.15486163617104,-1.08874143902986,-0.576670290839178,0.825459877169501,"Medium","Medium"
"148",2006,"1698",-0.0058471414744056,0.0363758505025773,0.0801261094432879,0.0859732509176935,0,0.0437502589407106,0.186907858558825,-1.298974283222,1.77989794094597,170.922222222222,17102.3702080762,21880.6309090909,"1",2001,0,2006.1,2006.9,-0.511151869041847,"1552","1504",-1.15723325634548,2.24109589041109,137.533333333333,10805.49744,10805.49744,"0",1,5.5,-0.5,-0.288502677194783,0.59793891680929,-0.482235448934286,0.0801261094432879,0.0859732509176935,0.0437502589407106,0.0850665330178938,1.73191196148149,-2.45371906695108,-3.12925774755122,0.0960009547139243,1.65737515665588,0.170746979864428,0.585239748212381,"Medium","Medium"
"149",2006,"1699",-0.041610031154448,0.000612960822534918,0.0443632197632455,0.0859732509176935,0,0.0437502589407106,0.186907858558825,-1.298974283222,-0.125137872614223,227.644444444444,60268.6802777778,21880.6309090909,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1552","1504",-1.02860963449128,2.58356164383554,137.533333333333,23605.83099,23605.83099,"0",2,2.5,1.5,-1.36015854023673,-0.814865593605218,-0.482235448934286,0.0443632197632455,0.0859732509176935,0.0437502589407106,4.60805937879279,-0.543232777988933,-2.45371906695108,-3.12925774755122,-1.41529860220846,0.205279438628221,1.76619969097846,2.26566196005494,"Medium","Medium"
"150",2006,"1699",-0.041610031154448,0.000612960822534918,0.0443632197632455,0.0859732509176935,0,0.0437502589407106,0.186907858558825,-1.298974283222,-0.125137872614223,227.644444444444,60268.6802777778,21880.6309090909,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1552","1504",-1.02860963449128,2.58356164383554,137.533333333333,23605.83099,23605.83099,"0",2,2.5,1.5,-1.36015854023673,0.59793891680929,2.06959380167631,0.0443632197632455,0.0859732509176935,0.0437502589407106,4.60805937879279,-0.543232777988933,-2.45371906695108,-3.12925774755122,-1.41529860220846,0.205279438628221,1.76619969097846,2.26566196005494,"Medium","Medium"
"151",2006,"1699",-0.041610031154448,0.000612960822534918,0.0443632197632455,0.0859732509176935,0,0.0437502589407106,0.186907858558825,-1.298974283222,-0.125137872614223,227.644444444444,60268.6802777778,21880.6309090909,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1552","1504",-1.02860963449128,2.58356164383554,137.533333333333,23605.83099,23605.83099,"0",2,2.5,1.5,-1.36015854023673,0.59793891680929,2.06959380167631,0.0443632197632455,0.0859732509176935,0.0437502589407106,4.60805937879279,-0.543232777988933,-2.45371906695108,-3.12925774755122,-1.41529860220846,0.205279438628221,1.76619969097846,2.26566196005494,"Medium","Medium"
"152",2006,"1709",-0.0280275615174969,0.00308885137562708,0.04540513646879,0.0734326979862869,0,0.0423162850931629,0.632462255614825,0.909505588766205,1.61729131963645,225.344444444444,22689.0674949495,24909.0153585434,"1",2001,1,2006.1,2006.9,-0.511151869041847,"1049","1608",0.145008520212987,1.11466427127789,115.133333333333,NA,NA,"0",1,3,2,-1.52083968908681,2.0107434272238,2.06959380167631,0.04540513646879,0.0734326979862869,0.0423162850931629,0.670444153185941,-0.453893913096534,-2.61138596590452,-3.16258327663758,-0.95289988396859,0.344154223932574,1.3917900613526,0.47774814675967,"High","High"
"153",2006,"1750",-0.0300334032275646,0.00237947239245072,0.052935775746504,0.0829691789740685,0,0.0505563033540532,0.702784492967916,-1.53902686432282,-0.780507772029064,180.377777777778,15649.8439857189,0,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1362","1187",-0.40195534881709,5.70101804027263,107.333333333333,10525.18056,10525.18056,"0",1,7.5,-3.5,1.22216904442081,2.0107434272238,2.06959380167631,0.052935775746504,0.0829691789740685,0.0505563033540532,-0.0671300689481801,0.13666044566191,-2.48928607781027,-2.98466764585817,-0.872746936379651,0.284071457937883,1.16774756477484,0.834001462674741,"Low","Low"
"154",2006,"1750",-0.0300334032275646,0.00237947239245072,0.052935775746504,0.0829691789740685,0,0.0505563033540532,0.702784492967916,-1.53902686432282,-0.780507772029064,180.377777777778,15649.8439857189,0,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1362","1187",-0.40195534881709,5.70101804027263,107.333333333333,10525.18056,10525.18056,"0",1,7.5,-3.5,1.22216904442081,0.59793891680929,2.06959380167631,0.052935775746504,0.0829691789740685,0.0505563033540532,-0.0671300689481801,0.13666044566191,-2.48928607781027,-2.98466764585817,-0.872746936379651,0.284071457937883,1.16774756477484,0.834001462674741,"Low","Low"
"155",2006,"1750",-0.0300334032275646,0.00237947239245072,0.052935775746504,0.0829691789740685,0,0.0505563033540532,0.702784492967916,-1.53902686432282,-0.780507772029064,180.377777777778,15649.8439857189,0,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1362","1187",-0.40195534881709,5.70101804027263,107.333333333333,10525.18056,10525.18056,"0",1,7.5,-3.5,1.22216904442081,0.59793891680929,-0.482235448934286,0.052935775746504,0.0829691789740685,0.0505563033540532,-0.0671300689481801,0.13666044566191,-2.48928607781027,-2.98466764585817,-0.872746936379651,0.284071457937883,1.16774756477484,0.834001462674741,"Low","Low"
"156",2006,"1752",0.00459735890823288,0.00781057666715795,0.0540191672601158,0.0494218083518829,0,0.0462085905929579,2.71159179805406,-0.506165561971,-0.203951945122146,176.522222222222,15573.9807725608,6837.80397435898,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1200","1553",0.398125750795792,2.8767123287671,115.133333333333,12199.25575,12199.25575,"0",0,4.5,-0.5,-0.517086738320419,0.59793891680929,2.06959380167631,0.0540191672601158,0.0494218083518829,0.0462085905929579,-0.0750790636576543,0.214627409311594,-3.00736348759208,-3.07458955460929,0.50343835055231,0.554701413082558,1.69164461862664,1.04601420240185,"Medium","Medium"
"157",2006,"1796",0.0760618867859167,0.0815803853880894,0.119798307553206,0.043736420767289,0,0.0382179221651163,-0.050010220895239,0.455747875173932,-0.565416872575792,180.377777777778,17228.0156410256,21969.7404414557,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1437","1196",-0.491477389627823,6.01248596451819,146.044444444444,11959.14512,11959.14512,"0",1,3.5,0.5,-1.2357819187419,-0.814865593605218,-0.482235448934286,0.119798307553206,0.043736420767289,0.0382179221651163,0.0982317397130405,3.27977199889217,-3.12957409681909,-3.26445070676778,2.85192217056243,2.97735010786307,1.07447841570829,0.988149420859556,"High","High"
"158",2006,"1796",0.0760618867859167,0.0815803853880894,0.119798307553206,0.043736420767289,0,0.0382179221651163,-0.050010220895239,0.455747875173932,-0.565416872575792,180.377777777778,17228.0156410256,21969.7404414557,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1437","1196",-0.491477389627823,6.01248596451819,146.044444444444,11959.14512,11959.14512,"0",1,3.5,0.5,-1.2357819187419,-0.814865593605218,-0.482235448934286,0.119798307553206,0.043736420767289,0.0382179221651163,0.0982317397130405,3.27977199889217,-3.12957409681909,-3.26445070676778,2.85192217056243,2.97735010786307,1.07447841570829,0.988149420859556,"High","High"
"159",2006,"1796",0.0760618867859167,0.0815803853880894,0.119798307553206,0.043736420767289,0,0.0382179221651163,-0.050010220895239,0.455747875173932,-0.565416872575792,180.377777777778,17228.0156410256,21969.7404414557,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1437","1196",-0.491477389627823,6.01248596451819,146.044444444444,11959.14512,11959.14512,"0",1,3.5,0.5,-1.2357819187419,0.59793891680929,2.06959380167631,0.119798307553206,0.043736420767289,0.0382179221651163,0.0982317397130405,3.27977199889217,-3.12957409681909,-3.26445070676778,2.85192217056243,2.97735010786307,1.07447841570829,0.988149420859556,"High","High"
"160",2006,"1796",0.0760618867859167,0.0815803853880894,0.119798307553206,0.043736420767289,0,0.0382179221651163,-0.050010220895239,0.455747875173932,-0.565416872575792,180.377777777778,17228.0156410256,21969.7404414557,"1",2002,0,2006.1,2006.9,-0.855535356406911,"1437","1196",-0.491477389627823,6.01248596451819,146.044444444444,11959.14512,11959.14512,"0",1,3.5,0.5,-1.2357819187419,0.59793891680929,-0.482235448934286,0.119798307553206,0.043736420767289,0.0382179221651163,0.0982317397130405,3.27977199889217,-3.12957409681909,-3.26445070676778,2.85192217056243,2.97735010786307,1.07447841570829,0.988149420859556,"High","High"
"161",2006,"1829",-0.0366164422686946,-0.00422270181828482,0.0532538276811535,0.0898702699498481,0,0.0574765294994384,-0.231054573729911,-0.516804753067817,-0.783032072292821,172.311111111111,0,6837.80397435898,"1",2003,0,2006.1,2006.9,-1.19991884377197,"1190","1489",0.776785259198914,4.05205479452047,115.133333333333,12928.62959,12928.62959,"0",1,5.5,-2.5,0.0920225539731866,-0.814865593605218,-0.482235448934286,0.0532538276811535,0.0898702699498481,0.0574765294994384,-1.70693046584574,0.159713503493722,-2.40938809353481,-2.8563785971265,-1.06168193817338,-0.0163213226688303,0.807460655477375,0.780091341047704,"Medium","Medium"
"162",2006,"1829",-0.0366164422686946,-0.00422270181828482,0.0532538276811535,0.0898702699498481,0,0.0574765294994384,-0.231054573729911,-0.516804753067817,-0.783032072292821,172.311111111111,0,6837.80397435898,"1",2003,0,2006.1,2006.9,-1.19991884377197,"1190","1489",0.776785259198914,4.05205479452047,115.133333333333,12928.62959,12928.62959,"0",1,5.5,-2.5,0.0920225539731866,-0.814865593605218,-0.482235448934286,0.0532538276811535,0.0898702699498481,0.0574765294994384,-1.70693046584574,0.159713503493722,-2.40938809353481,-2.8563785971265,-1.06168193817338,-0.0163213226688303,0.807460655477375,0.780091341047704,"Medium","Medium"
"163",2006,"1831",-0.000562617975296983,-0.00194807879147414,0.0452727726598811,0.045835390635178,1,0.0472208514513552,1.07274060414089,1.54923843010449,0.338911559330844,172.311111111111,17001.6362666667,18416.0193059211,"1",2003,0,2006.1,2006.9,-1.19991884377197,"1757","1523",-1.17266809096803,4.17260273972602,170.922222222222,10956.79486,10956.79486,"1",1,3,0,-1.38974000697064,0.59793891680929,-0.482235448934286,0.0452727726598811,0.045835390635178,0.0472208514513552,0.0745115679169579,-0.465129073191244,-3.08269876496529,-3.05291971590421,0.244484156501388,0.0676255327987201,0.825626509410824,1.48741016390773,"High","High"
"164",2006,"1831",-0.000562617975296983,-0.00194807879147414,0.0452727726598811,0.045835390635178,1,0.0472208514513552,1.07274060414089,1.54923843010449,0.338911559330844,172.311111111111,17001.6362666667,18416.0193059211,"1",2003,0,2006.1,2006.9,-1.19991884377197,"1757","1523",-1.17266809096803,4.17260273972602,170.922222222222,10956.79486,10956.79486,"1",1,3,0,-1.38974000697064,-0.814865593605218,-0.482235448934286,0.0452727726598811,0.045835390635178,0.0472208514513552,0.0745115679169579,-0.465129073191244,-3.08269876496529,-3.05291971590421,0.244484156501388,0.0676255327987201,0.825626509410824,1.48741016390773,"High","High"
"165",2006,"1877",-0.0194843956151411,0.000949460600295535,0.0440756118101234,0.0635600074252645,1,0.0431261512098279,0.150162065955198,0.0353302567342167,-1.09869156710495,170.066666666667,14559.5670134424,52540.4536111111,"1",2003,0,2006.1,2006.9,-1.19991884377197,"1893","1524",-1.22514652868458,4.06575342465771,225.344444444444,25820.50897,25820.50897,"1",0,8.05882352941176,-5.05882352941176,1.43125622974456,0.59793891680929,-0.482235448934286,0.0440756118101234,0.0635600074252645,0.0431261512098279,-0.181369968943269,-0.568263341356287,-2.75577082049071,-3.14362570926626,-0.659771245850343,0.224594738509543,0.768690946539634,1.40138118125141,"Medium","Medium"
"166",2006,"1897",-0.0317384922471519,-0.00985833612903386,0.0379119824506912,0.0696504746978431,0,0.047770318579725,1.69825803179938,-0.270661181062244,2.12395574199435,170.066666666667,15026.1838993964,19444.8983277962,"1",2003,0,2006.1,2006.9,-1.19991884377197,"927","501",1.59634124031096,9.44109589041091,147.077777777778,4535.767097,4535.767097,"0",1,4,-1,-0.900301193736926,-0.814865593605218,-0.482235448934286,0.0379119824506912,0.0696504746978431,0.047770318579725,-0.132477561102993,-1.14798529080475,-2.66426576330441,-3.04135078256912,-1.27878063567184,-0.396618677868292,0.0210478436147596,0.0440354661379388,"Medium","Medium"
"167",2007,"1524",-0.0332708943034892,-0.0228856231359658,0.0431261512098279,0.0763970455133171,1,0.0660117743457937,-1.65787638806222,-0.0497630924095046,0.274840064496754,107.522222222222,19.8449999999999,4024.47243589744,"1",1999,0,2007.1,2007.9,0.521998593053345,"938","1028",0.0682926126820817,4.16712328767107,147.077777777778,NA,NA,"1",0,4.5,3.5,-0.67642327504623,0.59793891680929,-0.482235448934286,0.0431261512098279,0.0763970455133171,0.0660117743457937,-1.70485109438963,-0.652070292837757,-2.57181125484908,-2.71792215368826,-1.18570893818015,-0.874516437269927,0.168586942917286,-0.519792787629624,"Medium","Medium"
"168",2007,"1524",-0.0332708943034892,-0.0228856231359658,0.0431261512098279,0.0763970455133171,1,0.0660117743457937,-1.65787638806222,-0.0497630924095046,0.274840064496754,107.522222222222,19.8449999999999,4024.47243589744,"1",1999,0,2007.1,2007.9,0.521998593053345,"938","1028",0.0682926126820817,4.16712328767107,147.077777777778,NA,NA,"1",0,4.5,3.5,-0.67642327504623,0.59793891680929,-0.482235448934286,0.0431261512098279,0.0763970455133171,0.0660117743457937,-1.70485109438963,-0.652070292837757,-2.57181125484908,-2.71792215368826,-1.18570893818015,-0.874516437269927,0.168586942917286,-0.519792787629624,"Medium","Medium"
"169",2007,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2007.1,2007.9,0.521998593053345,"677","1028",0.404772007452865,4.16712328767107,81.3,8016.167261,8016.167261,"1",2,8,0,1.45142541160858,0.59793891680929,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
