"","PeriodYear","BirdID","D_dam","D_sire","GenCont_Focal","GenContDam","helpers","GenContSire","FSL","FDL","FFL","RainWindow","RainVar","DamRainVar","Sex","LayYear","survival","PeriodStart","PeriodEnd","age","dam","sire","dam_age","sire_age","Dam_RainWindow","yearlytq_corr","yearlytq","helpers_cat","offspring","MeanAgeParent","DeltaAgeParent","lifespan","GroupSize","HelpersF","GenContF2","GenContD2","GenContS2","Focal_RainVarBlood","lGCF","lGCD","lGCS","logratD","logratS","Sire_RainVar","Dam_RainVar","Range_FD","group"
"11",2001,"929",0.00723249842791247,-0.00722793763477374,0.0414373503007668,0.0342048518728543,0,0.0486652879355406,-0.667902571199061,-0.158979911197254,-0.272931792016073,147.077777777778,21564.635097918,10644.0812583286,"1",1994,0,2001.1,2001.9,0.177615105688281,"199","609",0.9357303184674,0.912328767123427,126.388888888889,NA,NA,"0",0,6.5,0.5,0.328674287844433,-0.814865593605218,-0.482235448934286,0.0414373503007668,0.0342048518728543,0.0486652879355406,0.552625426518806,-0.805802351136987,-3.37538777734852,-3.02278927643485,0.766406454310138,-0.2238138932938,-1.76226834398451,-1.67190260420137,"Medium","Medium"
"12",2001,"1156",0.0101214172180495,0.016656859663135,0.0668976801562357,0.0567762629381862,1,0.0502408204931007,-0.0988181859866446,-0.585167942073054,1.30529555781074,115.133333333333,6837.80397435898,21115.4138009755,"1",1996,0,2001.1,2001.9,-0.511151869041847,"454","216",-0.421407738753988,7.94262295081967,107.544444444444,NA,NA,"1",0,3.5,1.5,-0.964842575701811,-0.814865593605218,-0.482235448934286,0.0668976801562357,0.0567762629381862,0.0502408204931007,-0.990461107985461,1.03751480325373,-2.86863694661994,-2.9909274254846,0.695418276359144,0.874411050586626,-1.74820477302454,-1.71299049545239,"Medium","Medium"
"13",2001,"1179",0.000705126723264032,0.0362936187607813,0.0896354395071466,0.0889303127838826,1,0.0533418207463652,0.487697612423675,-0.458299302782276,-0.0957403629947191,223.033333333333,10279.8033333333,10875.7181096516,"1",1997,1,2001.1,2001.9,-0.855535356406911,"297","836",1.22487622039581,2.90958904109584,131.377777777778,NA,NA,"1",0,2,2,-1.69026081674464,-0.814865593605218,-0.482235448934286,0.0896354395071466,0.0889303127838826,0.0533418207463652,-0.629806272057526,2.16350720378167,-2.4199022183848,-2.93103462608334,0.296246489078178,1.44595812897666,-2.33774494477482,-1.78195780947523,"Medium","Medium"
"14",2001,"1279",0.031876751789991,0.030424000182615,0.0758966351679445,0.0440198833779534,0,0.0454726349853294,-0.742214475435748,-0.887412614917588,-1.0913114983926,147.188888888889,28633.7342307692,17575.8127694236,"1",1996,1,2001.1,2001.9,-0.855535356406911,"522","1174",-0.517202113998563,0.658978965491542,81.3,NA,NA,"0",0,2.5,1.5,-1.65530090151366,-0.814865593605218,-0.482235448934286,0.0758966351679445,0.0440198833779534,0.0454726349853294,1.29333003509738,1.52321501888124,-3.12311385218416,-3.09064456285,1.66858769586744,1.42933323672888,-2.46265493266534,-2.16399669214393,"Medium","Medium"
"15",2001,"1524",-0.0332708943034892,-0.0228856231359658,0.0431261512098279,0.0763970455133171,1,0.0660117743457937,-1.65787638806222,-0.0497630924095046,0.274840064496754,107.522222222222,19.8449999999999,4024.47243589744,"1",1999,0,2001.1,2001.9,-1.54430233113704,"938","1028",0.0682926126820817,4.16712328767107,147.077777777778,NA,NA,"1",0,4.5,-2.5,-0.67642327504623,-0.814865593605218,-0.482235448934286,0.0431261512098279,0.0763970455133171,0.0660117743457937,-1.70485109438963,-0.652070292837757,-2.57181125484908,-2.71792215368826,-1.18570893818015,-0.874516437269927,0.168586942917286,-0.519792787629624,"Medium","Medium"
"16",2001,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2001.1,2001.9,-1.54430233113704,"677","1028",0.404772007452865,4.16712328767107,81.3,NA,NA,"1",1,8,-6,1.45142541160858,-0.814865593605218,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
"17",2001,"1608",-0.0221183559880346,-0.00721109660826751,0.0423162850931629,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.728336545251654,190.833333333333,31870.0836111111,34968.4026923077,"1",2000,0,2001.1,2001.9,-1.8886858185021,"1247","494",-0.455310957463065,10.353828879407,141.377777777778,NA,NA,"0",1,4.5,-3.5,-0.968876412074616,-0.814865593605218,-0.482235448934286,0.0423162850931629,0.0644346410811976,0.0495273817014305,1.63243673822021,-0.725026762545303,-2.74210388550332,-3.00522959666177,-0.798841400128578,-0.215389872943439,-0.708913703462864,0.513213277166362,"Medium","Medium"
"18",2002,"929",0.00723249842791247,-0.00722793763477374,0.0414373503007668,0.0342048518728543,0,0.0486652879355406,-0.667902571199061,-0.158979911197254,-0.272931792016073,147.077777777778,21564.635097918,10644.0812583286,"1",1994,0,2002.1,2002.9,0.521998593053345,"199","609",0.9357303184674,0.912328767123427,126.388888888889,NA,NA,"0",1,6.5,1.5,0.328674287844433,-0.814865593605218,-0.482235448934286,0.0414373503007668,0.0342048518728543,0.0486652879355406,0.552625426518806,-0.805802351136987,-3.37538777734852,-3.02278927643485,0.766406454310138,-0.2238138932938,-1.76226834398451,-1.67190260420137,"Medium","Medium"
"19",2002,"929",0.00723249842791247,-0.00722793763477374,0.0414373503007668,0.0342048518728543,0,0.0486652879355406,-0.667902571199061,-0.158979911197254,-0.272931792016073,147.077777777778,21564.635097918,10644.0812583286,"1",1994,0,2002.1,2002.9,0.521998593053345,"199","609",0.9357303184674,0.912328767123427,126.388888888889,NA,NA,"0",1,6.5,1.5,0.328674287844433,-0.814865593605218,-0.482235448934286,0.0414373503007668,0.0342048518728543,0.0486652879355406,0.552625426518806,-0.805802351136987,-3.37538777734852,-3.02278927643485,0.766406454310138,-0.2238138932938,-1.76226834398451,-1.67190260420137,"Medium","Medium"
"20",2002,"1156",0.0101214172180495,0.016656859663135,0.0668976801562357,0.0567762629381862,1,0.0502408204931007,-0.0988181859866446,-0.585167942073054,1.30529555781074,115.133333333333,6837.80397435898,21115.4138009755,"1",1996,1,2002.1,2002.9,-0.166768381676783,"454","216",-0.421407738753988,7.94262295081967,107.544444444444,NA,NA,"1",0,3.5,2.5,-0.964842575701811,-0.814865593605218,-0.482235448934286,0.0668976801562357,0.0567762629381862,0.0502408204931007,-0.990461107985461,1.03751480325373,-2.86863694661994,-2.9909274254846,0.695418276359144,0.874411050586626,-1.74820477302454,-1.71299049545239,"Medium","Medium"
"21",2002,"1370",-0.0158283104849587,-0.0148791675822428,0.0353616529108579,0.0511899633958166,1,0.0502408204931007,-0.0988181859866446,0.354525469650688,0.451786077827943,312.122222222222,27792.4021337127,16554.2479914665,"1",1997,0,2002.1,2002.9,-0.511151869041847,"308","216",0.722729600676726,8.98785837263267,76.6111111111111,NA,NA,"1",1,4.5,0.5,-0.814918323845879,0.59793891680929,-0.482235448934286,0.0353616529108579,0.0511899633958166,0.0502408204931007,1.20517473412857,-1.41598555660582,-2.97221179357802,-2.9909274254846,-0.669581687971173,-0.691518933964888,-1.84839739475275,-1.71112259870404,"High","High"
"22",2002,"1524",-0.0332708943034892,-0.0228856231359658,0.0431261512098279,0.0763970455133171,1,0.0660117743457937,-1.65787638806222,-0.0497630924095046,0.274840064496754,107.522222222222,19.8449999999999,4024.47243589744,"1",1999,0,2002.1,2002.9,-1.19991884377197,"938","1028",0.0682926126820817,4.16712328767107,147.077777777778,NA,NA,"1",0,4.5,-1.5,-0.67642327504623,-0.814865593605218,-0.482235448934286,0.0431261512098279,0.0763970455133171,0.0660117743457937,-1.70485109438963,-0.652070292837757,-2.57181125484908,-2.71792215368826,-1.18570893818015,-0.874516437269927,0.168586942917286,-0.519792787629624,"Medium","Medium"
"23",2002,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2002.1,2002.9,-1.19991884377197,"677","1028",0.404772007452865,4.16712328767107,81.3,NA,NA,"1",2,8,-5,1.45142541160858,-0.814865593605218,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
"24",2002,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2002.1,2002.9,-1.19991884377197,"677","1028",0.404772007452865,4.16712328767107,81.3,NA,NA,"1",2,8,-5,1.45142541160858,0.59793891680929,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
"25",2002,"1539",-0.0260345101897947,-0.00737492775148461,0.0606579927743199,0.0866925029641146,0,0.0680329205258045,0.00866000348478924,-1.05986338907492,0.00586247873604246,110.455555555556,19846.3332990099,16921.0113884535,"1",1999,0,2002.1,2002.9,-1.19991884377197,"459","176",0.78406690249076,11.0238341193203,107.544444444444,NA,NA,"0",1,5,-2,-0.296570349940394,0.59793891680929,-0.482235448934286,0.0606579927743199,0.0866925029641146,0.0680329205258045,0.372580694161695,0.660706017607675,-2.44538786993661,-2.68776356557744,-0.636861488015756,-0.110722003398968,-0.992769663509886,-0.673296762511388,"Medium","Medium"
"26",2002,"1542",-0.0008916885173487,-0.0112876300468504,0.0388974436853738,0.0397891322027225,0,0.0501850737322242,-0.2081793416659,-0.17162270132595,0.320943496439679,110.455555555556,17118.8133333333,21884.2153401361,"1",1999,0,2002.1,2002.9,-1.19991884377197,"1022","1199",-0.427680073188086,3.19050827157707,198.633333333333,NA,NA,"0",3,7,-4,0.801305449524791,2.0107434272238,2.06959380167631,0.0388974436853738,0.0397891322027225,0.0501850737322242,0.0867894539203277,-1.04923007234201,-3.22416146421258,-2.99203763250904,0.218116348606148,-0.454712816891698,0.613319790295967,0.270794420307759,"Medium","Medium"
"27",2002,"1542",-0.0008916885173487,-0.0112876300468504,0.0388974436853738,0.0397891322027225,0,0.0501850737322242,-0.2081793416659,-0.17162270132595,0.320943496439679,110.455555555556,17118.8133333333,21884.2153401361,"1",1999,0,2002.1,2002.9,-1.19991884377197,"1022","1199",-0.427680073188086,3.19050827157707,198.633333333333,NA,NA,"0",3,7,-4,0.801305449524791,-0.814865593605218,-0.482235448934286,0.0388974436853738,0.0397891322027225,0.0501850737322242,0.0867894539203277,-1.04923007234201,-3.22416146421258,-2.99203763250904,0.218116348606148,-0.454712816891698,0.613319790295967,0.270794420307759,"Medium","Medium"
"28",2002,"1542",-0.0008916885173487,-0.0112876300468504,0.0388974436853738,0.0397891322027225,0,0.0501850737322242,-0.2081793416659,-0.17162270132595,0.320943496439679,110.455555555556,17118.8133333333,21884.2153401361,"1",1999,0,2002.1,2002.9,-1.19991884377197,"1022","1199",-0.427680073188086,3.19050827157707,198.633333333333,NA,NA,"0",3,7,-4,0.801305449524791,-0.814865593605218,-0.482235448934286,0.0388974436853738,0.0397891322027225,0.0501850737322242,0.0867894539203277,-1.04923007234201,-3.22416146421258,-2.99203763250904,0.218116348606148,-0.454712816891698,0.613319790295967,0.270794420307759,"Medium","Medium"
"29",2002,"1566",-0.0319242170303055,-0.047435395070725,0.0422000444364216,0.0741242614667271,0,0.0896354395071466,-0.243955679271323,1.98828965290553,1.57223967468802,137.533333333333,18677.6133333333,6837.80397435898,"1",1999,0,2002.1,2002.9,-1.19991884377197,"1160","1179",-0.673068640678355,2.43013698630148,115.133333333333,NA,NA,"0",2,5,-2,-0.305310328748139,0.59793891680929,-0.482235448934286,0.0422000444364216,0.0741242614667271,0.0896354395071466,0.250121488477124,-0.735612689658176,-2.60201238506326,-2.41200450698902,-1.16399816001313,-1.6792381137723,1.51135222808075,0.607107587824792,"High","High"
"30",2002,"1566",-0.0319242170303055,-0.047435395070725,0.0422000444364216,0.0741242614667271,0,0.0896354395071466,-0.243955679271323,1.98828965290553,1.57223967468802,137.533333333333,18677.6133333333,6837.80397435898,"1",1999,0,2002.1,2002.9,-1.19991884377197,"1160","1179",-0.673068640678355,2.43013698630148,115.133333333333,NA,NA,"0",2,5,-2,-0.305310328748139,0.59793891680929,-0.482235448934286,0.0422000444364216,0.0741242614667271,0.0896354395071466,0.250121488477124,-0.735612689658176,-2.60201238506326,-2.41200450698902,-1.16399816001313,-1.6792381137723,1.51135222808075,0.607107587824792,"High","High"
"31",2002,"1608",-0.0221183559880346,-0.00721109660826751,0.0423162850931629,0.0644346410811976,0,0.0495273817014305,-0.267986791380302,-0.0246177857288014,0.728336545251654,190.833333333333,31870.0836111111,34968.4026923077,"1",2000,0,2002.1,2002.9,-1.54430233113704,"1247","494",-0.455310957463065,10.353828879407,141.377777777778,NA,NA,"0",0,4.5,-2.5,-0.968876412074616,-0.814865593605218,-0.482235448934286,0.0423162850931629,0.0644346410811976,0.0495273817014305,1.63243673822021,-0.725026762545303,-2.74210388550332,-3.00522959666177,-0.798841400128578,-0.215389872943439,-0.708913703462864,0.513213277166362,"Medium","Medium"
"32",2002,"1610",-0.0348039836863209,-0.0310895338450143,0.0463910437019979,0.0811950273883189,0,0.0774805775470122,0.120743058425501,-1.13177296782473,0.413904128890349,190.833333333333,31870.0836111111,35134.884,"1",2000,0,2002.1,2002.9,-1.54430233113704,"1170","917",-0.562331433736377,6.45792349726776,223.033333333333,NA,NA,"0",1,4.5,-2.5,-0.970221024198885,-0.814865593605218,-0.482235448934286,0.0463910437019979,0.0811950273883189,0.0774805775470122,1.63243673822021,-0.371225549451123,-2.5109012727498,-2.55772798632796,-1.15486163617104,-1.08874143902986,-0.576670290839178,0.825459877169501,"Medium","Medium"
"33",2002,"1610",-0.0348039836863209,-0.0310895338450143,0.0463910437019979,0.0811950273883189,0,0.0774805775470122,0.120743058425501,-1.13177296782473,0.413904128890349,190.833333333333,31870.0836111111,35134.884,"1",2000,0,2002.1,2002.9,-1.54430233113704,"1170","917",-0.562331433736377,6.45792349726776,223.033333333333,NA,NA,"0",1,4.5,-2.5,-0.970221024198885,-0.814865593605218,-0.482235448934286,0.0463910437019979,0.0811950273883189,0.0774805775470122,1.63243673822021,-0.371225549451123,-2.5109012727498,-2.55772798632796,-1.15486163617104,-1.08874143902986,-0.576670290839178,0.825459877169501,"Medium","Medium"
"34",2002,"1677",0.012236021472599,0.0138030006337838,0.0515931063504791,0.0393570848778801,0,0.0377901057166953,0.726946106678269,-0.0127564042510483,0.359561692447768,225.344444444444,52540.4536111111,11647.728,"1",2001,0,2002.1,2002.9,-1.8886858185021,"1588","1587",-1.2649987656198,2.32876712328766,164.511111111111,NA,NA,"0",0,3,-2,-1.73530532290763,-0.814865593605218,-0.482235448934286,0.0515931063504791,0.0393570848778801,0.0377901057166953,3.79829097682797,0.0377896863562498,-3.23507927260288,-3.27570796414661,0.968095679491313,0.935827168718463,0.180261680349156,0.387336354194653,"Medium","Medium"
"35",2003,"929",0.00723249842791247,-0.00722793763477374,0.0414373503007668,0.0342048518728543,0,0.0486652879355406,-0.667902571199061,-0.158979911197254,-0.272931792016073,147.077777777778,21564.635097918,10644.0812583286,"1",1994,0,2003.1,2003.9,0.866382080418409,"199","609",0.9357303184674,0.912328767123427,126.388888888889,30458.04242,30458.04242,"0",1,6.5,2.5,0.328674287844433,-0.814865593605218,-0.482235448934286,0.0414373503007668,0.0342048518728543,0.0486652879355406,0.552625426518806,-0.805802351136987,-3.37538777734852,-3.02278927643485,0.766406454310138,-0.2238138932938,-1.76226834398451,-1.67190260420137,"Medium","Medium"
"36",2003,"929",0.00723249842791247,-0.00722793763477374,0.0414373503007668,0.0342048518728543,0,0.0486652879355406,-0.667902571199061,-0.158979911197254,-0.272931792016073,147.077777777778,21564.635097918,10644.0812583286,"1",1994,0,2003.1,2003.9,0.866382080418409,"199","609",0.9357303184674,0.912328767123427,126.388888888889,30458.04242,30458.04242,"0",1,6.5,2.5,0.328674287844433,-0.814865593605218,-0.482235448934286,0.0414373503007668,0.0342048518728543,0.0486652879355406,0.552625426518806,-0.805802351136987,-3.37538777734852,-3.02278927643485,0.766406454310138,-0.2238138932938,-1.76226834398451,-1.67190260420137,"Medium","Medium"
"37",2003,"929",0.00723249842791247,-0.00722793763477374,0.0414373503007668,0.0342048518728543,0,0.0486652879355406,-0.667902571199061,-0.158979911197254,-0.272931792016073,147.077777777778,21564.635097918,10644.0812583286,"1",1994,0,2003.1,2003.9,0.866382080418409,"199","609",0.9357303184674,0.912328767123427,126.388888888889,30458.04242,30458.04242,"0",1,6.5,2.5,0.328674287844433,0.59793891680929,-0.482235448934286,0.0414373503007668,0.0342048518728543,0.0486652879355406,0.552625426518806,-0.805802351136987,-3.37538777734852,-3.02278927643485,0.766406454310138,-0.2238138932938,-1.76226834398451,-1.67190260420137,"Medium","Medium"
"38",2003,"1370",-0.0158283104849587,-0.0148791675822428,0.0353616529108579,0.0511899633958166,1,0.0502408204931007,-0.0988181859866446,0.354525469650688,0.451786077827943,312.122222222222,27792.4021337127,16554.2479914665,"1",1997,0,2003.1,2003.9,-0.166768381676783,"308","216",0.722729600676726,8.98785837263267,76.6111111111111,23345.88033,23345.88033,"1",0,4.5,1.5,-0.814918323845879,0.59793891680929,-0.482235448934286,0.0353616529108579,0.0511899633958166,0.0502408204931007,1.20517473412857,-1.41598555660582,-2.97221179357802,-2.9909274254846,-0.669581687971173,-0.691518933964888,-1.84839739475275,-1.71112259870404,"High","High"
"39",2003,"1524",-0.0332708943034892,-0.0228856231359658,0.0431261512098279,0.0763970455133171,1,0.0660117743457937,-1.65787638806222,-0.0497630924095046,0.274840064496754,107.522222222222,19.8449999999999,4024.47243589744,"1",1999,0,2003.1,2003.9,-0.855535356406911,"938","1028",0.0682926126820817,4.16712328767107,147.077777777778,17832.86603,17832.86603,"1",2,4.5,-0.5,-0.67642327504623,0.59793891680929,-0.482235448934286,0.0431261512098279,0.0763970455133171,0.0660117743457937,-1.70485109438963,-0.652070292837757,-2.57181125484908,-2.71792215368826,-1.18570893818015,-0.874516437269927,0.168586942917286,-0.519792787629624,"Medium","Medium"
"40",2003,"1524",-0.0332708943034892,-0.0228856231359658,0.0431261512098279,0.0763970455133171,1,0.0660117743457937,-1.65787638806222,-0.0497630924095046,0.274840064496754,107.522222222222,19.8449999999999,4024.47243589744,"1",1999,0,2003.1,2003.9,-0.855535356406911,"938","1028",0.0682926126820817,4.16712328767107,147.077777777778,17832.86603,17832.86603,"1",2,4.5,-0.5,-0.67642327504623,-0.814865593605218,-0.482235448934286,0.0431261512098279,0.0763970455133171,0.0660117743457937,-1.70485109438963,-0.652070292837757,-2.57181125484908,-2.71792215368826,-1.18570893818015,-0.874516437269927,0.168586942917286,-0.519792787629624,"Medium","Medium"
"41",2003,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2003.1,2003.9,-0.855535356406911,"677","1028",0.404772007452865,4.16712328767107,81.3,23376.15158,23376.15158,"1",2,8,-4,1.45142541160858,-0.814865593605218,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
"42",2003,"1533",0.00545361803588099,-0.0107545335081861,0.0552572408376075,0.0498036228017265,1,0.0660117743457937,-1.65787638806222,0.909104860214593,0.116177653980734,107.522222222222,19470.6024912281,17276.4077385798,"1",1999,0,2003.1,2003.9,-0.855535356406911,"677","1028",0.404772007452865,4.16712328767107,81.3,23376.15158,23376.15158,"1",2,8,-4,1.45142541160858,0.59793891680929,-0.482235448934286,0.0552572408376075,0.0498036228017265,0.0660117743457937,0.333211386180767,0.301834103892623,-2.99966755057485,-2.71792215368826,0.541693108214653,-0.265693417850791,0.168586942917286,-0.674752925474551,"High","High"
